fecha,n,n_black,n_white,n_hisp
2016-03-23,3498,927,1574,592
2016-03-24,3505,929,1577,594
2016-03-26,3509,929,1580,595
2016-03-27,3514,930,1583,595
2016-03-29,3517,930,1586,595
2016-03-30,3520,930,1588,596
2016-03-31,3524,934,1588,596
2016-04-01,3526,934,1588,598
2016-04-02,3527,935,1588,598
2016-04-03,3531,935,1592,598
2016-04-04,3532,935,1592,599
2016-04-05,3534,936,1593,599
2016-04-06,3538,937,1595,600
2016-04-07,3540,937,1596,601
2016-04-08,3543,939,1597,601
2016-04-09,3545,941,1597,601
2016-04-10,3549,941,1599,603
2016-04-11,3551,942,1599,604
2016-04-12,3554,942,1601,605
2016-04-13,3557,943,1603,605
2016-04-14,3558,943,1604,605
2016-04-15,3562,944,1606,606
2016-04-16,3563,944,1607,606
2016-04-17,3568,948,1608,606
2016-04-18,3570,950,1608,606
2016-04-19,3573,951,1609,606
2016-04-20,3575,951,1611,606
2016-04-21,3577,951,1612,607
2016-04-22,3579,951,1614,607
2016-04-23,3585,954,1617,607
2016-04-24,3586,954,1618,607
2016-04-25,3587,954,1619,607
2016-04-26,3591,955,1622,607
2016-04-27,3594,955,1624,607
2016-04-28,3598,956,1626,608
2016-04-29,3599,956,1627,608
2016-04-30,3603,956,1630,609
2016-05-01,3606,958,1631,609
2016-05-02,3607,959,1631,609
2016-05-03,3608,959,1632,609
2016-05-04,3612,959,1635,609
2016-05-05,3615,961,1636,609
2016-05-06,3616,962,1636,609
2016-05-07,3619,963,1637,609
2016-05-08,3621,964,1638,609
2016-05-09,3627,966,1641,609
2016-05-10,3629,967,1642,609
2016-05-11,3633,968,1644,609
2016-05-13,3636,968,1645,611
2016-05-14,3640,968,1648,611
2016-05-15,3641,968,1649,611
2016-05-16,3643,969,1650,611
2016-05-17,3644,969,1651,611
2016-05-18,3647,969,1653,612
2016-05-19,3652,971,1654,614
2016-05-20,3653,972,1654,614
2016-05-21,3656,972,1656,614
2016-05-22,3660,974,1657,615
2016-05-23,3661,974,1657,615
2016-05-24,3664,974,1659,616
2016-05-25,3666,975,1660,616
2016-05-26,3673,976,1663,618
2016-05-27,3674,976,1664,618
2016-05-28,3678,978,1665,619
2016-05-29,3683,978,1669,620
2016-05-30,3685,979,1670,620
2016-05-31,3686,979,1671,620
2016-06-01,3689,980,1673,620
2016-06-02,3691,982,1673,620
2016-06-03,3694,982,1674,620
2016-06-04,3697,983,1676,620
2016-06-05,3699,983,1678,620
2016-06-06,3701,984,1678,621
2016-06-07,3705,985,1680,622
2016-06-08,3706,985,1680,623
2016-06-09,3712,987,1683,623
2016-06-10,3716,988,1684,625
2016-06-11,3718,989,1684,626
2016-06-12,3721,990,1685,626
2016-06-13,3726,992,1687,627
2016-06-14,3730,993,1688,629
2016-06-15,3732,993,1690,629
2016-06-16,3736,993,1692,631
2016-06-18,3739,994,1694,631
2016-06-19,3743,998,1694,631
2016-06-20,3745,999,1695,631
2016-06-21,3748,999,1697,632
2016-06-22,3755,1003,1699,633
2016-06-23,3758,1005,1699,634
2016-06-24,3763,1006,1701,636
2016-06-25,3767,1006,1703,638
2016-06-26,3771,1008,1704,639
2016-06-27,3776,1009,1708,639
2016-06-28,3778,1009,1708,639
2016-06-29,3782,1011,1710,639
2016-06-30,3785,1012,1711,640
2016-07-01,3790,1014,1714,640
2016-07-02,3793,1015,1715,641
2016-07-03,3796,1015,1716,643
2016-07-04,3801,1018,1717,644
2016-07-05,3805,1019,1719,645
2016-07-06,3809,1021,1720,646
2016-07-07,3813,1023,1721,647
2016-07-08,3814,1023,1722,647
2016-07-09,3816,1025,1722,647
2016-07-10,3817,1026,1722,647
2016-07-11,3822,1029,1723,648
2016-07-12,3824,1029,1725,648
2016-07-13,3827,1030,1727,648
2016-07-14,3829,1032,1727,648
2016-07-15,3830,1032,1728,648
2016-07-16,3833,1032,1731,648
2016-07-17,3838,1034,1733,648
2016-07-18,3839,1034,1734,648
2016-07-20,3841,1034,1735,649
2016-07-21,3843,1035,1735,649
2016-07-22,3844,1035,1736,649
2016-07-23,3847,1037,1736,650
2016-07-24,3849,1037,1737,650
2016-07-25,3852,1039,1738,650
2016-07-26,3856,1039,1740,652
2016-07-27,3862,1041,1743,653
2016-07-28,3868,1044,1743,656
2016-07-29,3870,1044,1745,656
2016-07-31,3873,1045,1746,657
2016-08-01,3878,1047,1748,658
2016-08-02,3883,1048,1752,658
2016-08-03,3886,1048,1755,658
2016-08-04,3887,1048,1755,659
2016-08-05,3892,1049,1758,660
2016-08-07,3894,1051,1758,660
2016-08-08,3899,1052,1761,661
2016-08-09,3903,1052,1764,662
2016-08-10,3904,1052,1765,662
2016-08-11,3908,1052,1768,663
2016-08-12,3911,1052,1770,664
2016-08-13,3916,1054,1771,666
2016-08-15,3918,1054,1772,667
2016-08-16,3925,1056,1776,668
2016-08-17,3926,1057,1776,668
2016-08-18,3934,1057,1782,669
2016-08-19,3939,1057,1785,671
2016-08-20,3940,1057,1785,672
2016-08-21,3943,1059,1785,673
2016-08-22,3944,1060,1785,673
2016-08-23,3945,1060,1786,673
2016-08-24,3948,1060,1788,674
2016-08-25,3952,1061,1789,675
2016-08-26,3953,1061,1790,675
2016-08-27,3957,1062,1791,677
2016-08-28,3958,1062,1792,677
2016-08-29,3962,1063,1795,677
2016-08-30,3966,1064,1798,677
2016-08-31,3968,1064,1800,677
2016-09-01,3972,1064,1802,679
2016-09-02,3976,1065,1804,680
2016-09-03,3980,1066,1806,681
2016-09-04,3982,1066,1806,683
2016-09-05,3984,1067,1806,684
2016-09-06,3989,1068,1809,685
2016-09-07,3993,1070,1811,685
2016-09-08,3995,1070,1812,686
2016-09-09,3998,1071,1813,687
2016-09-10,4000,1071,1815,687
2016-09-11,4001,1072,1815,687
2016-09-12,4004,1073,1815,688
2016-09-14,4005,1074,1815,688
2016-09-15,4008,1074,1817,689
2016-09-16,4012,1075,1819,689
2016-09-17,4018,1078,1822,689
2016-09-18,4019,1079,1822,689
2016-09-19,4022,1079,1825,689
2016-09-20,4028,1080,1830,689
2016-09-21,4029,1080,1831,689
2016-09-23,4032,1081,1832,690
2016-09-25,4033,1081,1833,690
2016-09-26,4037,1081,1836,690
2016-09-27,4039,1082,1837,690
2016-09-28,4041,1083,1837,691
2016-09-29,4042,1083,1838,691
2016-09-30,4049,1088,1840,691
2016-10-01,4051,1089,1841,691
2016-10-02,4054,1090,1841,693
2016-10-03,4056,1090,1843,693
2016-10-04,4060,1090,1846,694
2016-10-05,4063,1090,1848,694
2016-10-06,4064,1090,1849,694
2016-10-07,4069,1092,1852,694
2016-10-08,4073,1092,1855,695
2016-10-09,4075,1093,1856,695
2016-10-10,4079,1093,1857,696
2016-10-11,4081,1093,1858,696
2016-10-12,4084,1094,1860,696
2016-10-13,4087,1094,1863,696
2016-10-14,4090,1094,1865,697
2016-10-15,4091,1094,1866,697
2016-10-16,4093,1094,1868,697
2016-10-17,4096,1094,1870,698
2016-10-18,4100,1096,1871,699
2016-10-19,4103,1096,1872,701
2016-10-20,4104,1096,1873,701
2016-10-21,4106,1096,1874,701
2016-10-22,4108,1096,1875,701
2016-10-23,4110,1097,1876,701
2016-10-24,4112,1098,1877,701
2016-10-25,4116,1099,1880,701
2016-10-26,4118,1100,1881,701
2016-10-27,4122,1102,1882,702
2016-10-28,4125,1103,1883,702
2016-10-29,4126,1103,1883,703
2016-10-30,4130,1104,1884,704
2016-10-31,4134,1105,1886,705
2016-11-01,4137,1106,1888,705
2016-11-02,4140,1106,1890,706
2016-11-03,4143,1107,1891,706
2016-11-04,4145,1107,1891,708
2016-11-05,4151,1108,1896,708
2016-11-06,4157,1108,1901,709
2016-11-07,4158,1109,1901,709
2016-11-08,4163,1110,1903,711
2016-11-09,4164,1110,1904,711
2016-11-10,4166,1110,1905,712
2016-11-11,4171,1111,1908,713
2016-11-12,4173,1111,1909,714
2016-11-13,4176,1111,1909,716
2016-11-15,4179,1112,1910,716
2016-11-16,4182,1112,1912,717
2016-11-18,4187,1116,1913,717
2016-11-19,4191,1117,1913,718
2016-11-20,4193,1117,1914,719
2016-11-21,4196,1118,1916,719
2016-11-22,4202,1122,1917,720
2016-11-23,4205,1123,1919,720
2016-11-24,4207,1123,1919,720
2016-11-25,4210,1125,1919,721
2016-11-26,4211,1125,1919,722
2016-11-27,4215,1127,1921,722
2016-11-28,4219,1130,1921,723
2016-11-29,4223,1130,1925,723
2016-11-30,4225,1131,1925,724
2016-12-01,4228,1132,1926,725
2016-12-02,4233,1133,1930,725
2016-12-03,4234,1133,1930,726
2016-12-04,4237,1134,1931,726
2016-12-06,4241,1134,1935,726
2016-12-07,4246,1136,1938,726
2016-12-08,4247,1136,1939,726
2016-12-09,4251,1136,1942,726
2016-12-10,4253,1137,1943,726
2016-12-11,4258,1137,1947,727
2016-12-12,4261,1138,1948,728
2016-12-13,4263,1140,1948,728
2016-12-15,4265,1141,1949,728
2016-12-16,4266,1141,1950,728
2016-12-17,4269,1141,1951,729
2016-12-18,4272,1142,1953,729
2016-12-19,4273,1142,1954,729
2016-12-20,4276,1142,1954,730
2016-12-21,4284,1143,1958,732
2016-12-22,4285,1144,1958,732
2016-12-23,4289,1144,1959,734
2016-12-24,4292,1145,1960,734
2016-12-25,4296,1146,1962,735
2016-12-27,4302,1146,1966,736
2016-12-28,4303,1146,1967,736
2016-12-29,4305,1147,1968,736
2016-12-30,4308,1148,1970,736
2016-12-31,4311,1148,1973,736
2017-01-01,4317,1151,1975,737
2017-01-02,4318,1151,1975,738
2017-01-03,4320,1152,1976,738
2017-01-04,4326,1154,1979,739
2017-01-05,4328,1154,1980,740
2017-01-06,4330,1155,1981,740
2017-01-07,4336,1155,1984,743
2017-01-08,4337,1155,1985,743
2017-01-09,4339,1157,1985,743
2017-01-10,4342,1158,1986,744
2017-01-11,4345,1158,1987,745
2017-01-12,4348,1158,1989,745
2017-01-13,4349,1158,1989,745
2017-01-14,4351,1159,1990,745
2017-01-15,4355,1160,1991,745
2017-01-16,4358,1161,1993,745
2017-01-17,4361,1161,1994,747
2017-01-18,4367,1163,1995,749
2017-01-19,4371,1163,1997,750
2017-01-20,4373,1164,1998,750
2017-01-21,4375,1165,1999,750
2017-01-22,4378,1166,2000,751
2017-01-23,4384,1167,2004,752
2017-01-24,4393,1169,2006,757
2017-01-25,4396,1170,2008,757
2017-01-26,4400,1171,2010,758
2017-01-27,4401,1171,2010,759
2017-01-28,4405,1172,2012,760
2017-01-29,4407,1172,2012,761
2017-01-30,4411,1173,2014,762
2017-01-31,4413,1174,2015,762
2017-02-01,4417,1177,2015,763
2017-02-02,4419,1177,2017,763
2017-02-03,4426,1178,2020,765
2017-02-04,4429,1179,2021,766
2017-02-05,4432,1181,2021,767
2017-02-06,4435,1183,2021,768
2017-02-07,4440,1184,2025,768
2017-02-08,4444,1185,2026,769
2017-02-09,4448,1186,2027,770
2017-02-10,4456,1189,2032,770
2017-02-11,4460,1190,2034,770
2017-02-12,4463,1191,2034,771
2017-02-13,4466,1192,2036,771
2017-02-14,4469,1192,2039,771
2017-02-15,4472,1193,2040,772
2017-02-16,4476,1195,2041,773
2017-02-17,4481,1196,2045,773
2017-02-18,4484,1198,2045,773
2017-02-19,4488,1199,2046,775
2017-02-20,4490,1199,2048,775
2017-02-21,4495,1200,2049,778
2017-02-22,4499,1202,2051,778
2017-02-23,4504,1204,2053,779
2017-02-24,4509,1205,2057,779
2017-02-25,4511,1206,2058,779
2017-02-26,4515,1206,2062,779
2017-02-27,4517,1206,2064,779
2017-02-28,4520,1208,2064,780
2017-03-01,4521,1209,2064,780
2017-03-02,4526,1209,2065,784
2017-03-03,4528,1209,2066,784
2017-03-04,4531,1209,2068,785
2017-03-06,4532,1209,2069,785
2017-03-07,4534,1210,2070,785
2017-03-08,4537,1210,2072,785
2017-03-09,4540,1210,2074,786
2017-03-10,4541,1210,2075,786
2017-03-11,4544,1212,2076,786
2017-03-12,4546,1212,2076,788
2017-03-13,4549,1214,2077,788
2017-03-14,4554,1214,2081,789
2017-03-15,4556,1215,2082,789
2017-03-16,4561,1219,2083,789
2017-03-17,4565,1220,2085,790
2017-03-18,4570,1220,2089,790
2017-03-19,4576,1222,2091,791
2017-03-20,4578,1223,2092,791
2017-03-21,4580,1223,2093,791
2017-03-22,4583,1224,2094,791
2017-03-23,4586,1226,2094,792
2017-03-24,4589,1227,2095,793
2017-03-25,4590,1227,2095,794
2017-03-26,4594,1227,2098,794
2017-03-27,4597,1227,2101,794
2017-03-28,4599,1227,2103,794
2017-03-29,4605,1228,2108,794
2017-03-30,4606,1228,2109,794
2017-04-01,4608,1229,2109,794
2017-04-03,4609,1229,2109,795
2017-04-04,4612,1229,2110,797
2017-04-05,4614,1229,2111,798
2017-04-06,4619,1232,2113,798
2017-04-07,4620,1232,2113,798
2017-04-08,4621,1232,2114,798
2017-04-09,4623,1232,2114,799
2017-04-10,4625,1233,2115,799
2017-04-12,4629,1235,2117,799
2017-04-13,4631,1235,2119,799
2017-04-14,4634,1235,2120,799
2017-04-15,4639,1237,2122,800
2017-04-16,4640,1237,2123,800
2017-04-18,4641,1237,2124,800
2017-04-19,4642,1238,2124,800
2017-04-20,4649,1239,2127,803
2017-04-21,4650,1239,2128,803
2017-04-22,4653,1240,2129,803
2017-04-23,4654,1240,2130,803
2017-04-24,4658,1242,2132,803
2017-04-25,4664,1244,2134,805
2017-04-26,4667,1245,2136,805
2017-04-27,4669,1246,2137,805
2017-04-28,4671,1247,2137,806
2017-04-29,4676,1250,2138,807
2017-04-30,4679,1251,2140,807
2017-05-01,4681,1251,2141,808
2017-05-02,4682,1252,2141,808
2017-05-03,4687,1253,2144,808
2017-05-04,4689,1253,2144,810
2017-05-05,4690,1254,2144,810
2017-05-06,4693,1254,2147,810
2017-05-07,4696,1256,2147,811
2017-05-08,4698,1257,2148,811
2017-05-09,4704,1258,2152,812
2017-05-10,4707,1260,2153,812
2017-05-11,4708,1260,2153,813
2017-05-12,4714,1261,2157,814
2017-05-13,4718,1263,2159,814
2017-05-14,4721,1264,2160,815
2017-05-15,4727,1266,2162,817
2017-05-16,4731,1267,2164,818
2017-05-17,4732,1268,2164,818
2017-05-18,4734,1269,2165,818
2017-05-19,4736,1270,2166,818
2017-05-20,4739,1271,2168,818
2017-05-21,4743,1273,2169,819
2017-05-22,4745,1274,2170,819
2017-05-23,4749,1274,2173,820
2017-05-24,4752,1274,2175,821
2017-05-25,4754,1275,2176,821
2017-05-26,4758,1277,2177,822
2017-05-27,4761,1277,2179,823
2017-05-28,4765,1278,2180,825
2017-05-29,4768,1278,2181,826
2017-05-31,4770,1278,2183,826
2017-06-01,4771,1278,2183,827
2017-06-02,4778,1281,2184,829
2017-06-03,4779,1281,2185,829
2017-06-04,4782,1281,2187,829
2017-06-05,4787,1283,2189,829
2017-06-06,4789,1283,2189,830
2017-06-07,4794,1283,2193,831
2017-06-08,4800,1284,2196,833
2017-06-09,4802,1285,2196,834
2017-06-10,4805,1285,2198,834
2017-06-11,4806,1285,2199,834
2017-06-12,4810,1286,2200,836
2017-06-13,4815,1289,2202,836
2017-06-14,4818,1289,2204,836
2017-06-15,4819,1289,2205,836
2017-06-16,4825,1290,2208,838
2017-06-17,4827,1290,2209,839
2017-06-18,4830,1291,2210,840
2017-06-19,4832,1291,2211,840
2017-06-20,4837,1291,2214,842
2017-06-21,4839,1291,2215,843
2017-06-22,4841,1291,2215,845
2017-06-23,4842,1291,2215,846
2017-06-24,4846,1292,2218,846
2017-06-25,4851,1294,2220,847
2017-06-27,4852,1294,2220,848
2017-06-28,4854,1295,2220,849
2017-06-29,4858,1297,2220,851
2017-06-30,4861,1297,2221,853
2017-07-01,4865,1298,2222,854
2017-07-02,4866,1298,2223,854
2017-07-03,4872,1300,2227,854
2017-07-04,4879,1301,2230,856
2017-07-05,4885,1302,2234,857
2017-07-06,4887,1303,2234,858
2017-07-07,4891,1306,2235,858
2017-07-08,4894,1307,2237,858
2017-07-09,4899,1309,2239,859
2017-07-10,4901,1309,2241,859
2017-07-11,4907,1310,2245,859
2017-07-12,4910,1310,2247,859
2017-07-13,4913,1310,2249,860
2017-07-15,4918,1311,2251,862
2017-07-16,4919,1311,2252,862
2017-07-17,4923,1312,2253,864
2017-07-18,4926,1312,2255,864
2017-07-19,4929,1312,2257,864
2017-07-20,4932,1313,2259,864
2017-07-21,4935,1313,2259,867
2017-07-23,4939,1313,2262,868
2017-07-24,4940,1313,2263,868
2017-07-25,4944,1314,2265,869
2017-07-26,4948,1315,2268,869
2017-07-27,4954,1316,2271,871
2017-07-28,4957,1317,2272,872
2017-07-29,4959,1318,2273,872
2017-07-31,4963,1320,2274,873
2017-08-01,4969,1322,2276,875
2017-08-02,4974,1325,2277,876
2017-08-03,4975,1325,2278,876
2017-08-04,4983,1327,2284,876
2017-08-05,4986,1328,2285,877
2017-08-06,4988,1329,2286,877
2017-08-07,4991,1329,2287,879
2017-08-08,4993,1330,2288,879
2017-08-09,4994,1331,2288,879
2017-08-10,4996,1331,2290,879
2017-08-11,4998,1332,2290,880
2017-08-12,4999,1332,2290,881
2017-08-13,5005,1334,2293,882
2017-08-14,5007,1334,2295,882
2017-08-15,5008,1335,2295,882
2017-08-16,5010,1336,2296,882
2017-08-17,5012,1336,2297,883
2017-08-18,5016,1337,2298,884
2017-08-19,5017,1337,2299,884
2017-08-20,5021,1338,2301,885
2017-08-21,5026,1339,2305,885
2017-08-22,5031,1340,2308,886
2017-08-23,5033,1340,2309,887
2017-08-24,5036,1341,2310,888
2017-08-25,5040,1343,2312,888
2017-08-26,5043,1345,2312,889
2017-08-27,5046,1345,2314,890
2017-08-28,5049,1347,2315,890
2017-08-29,5054,1349,2317,890
2017-08-30,5056,1349,2317,891
2017-08-31,5057,1349,2318,891
2017-09-01,5060,1349,2321,891
2017-09-02,5061,1349,2321,891
2017-09-03,5065,1351,2323,891
2017-09-04,5069,1352,2325,891
2017-09-05,5071,1352,2326,891
2017-09-06,5074,1353,2327,892
2017-09-07,5075,1354,2327,892
2017-09-08,5077,1354,2329,892
2017-09-09,5078,1355,2329,892
2017-09-10,5083,1355,2331,895
2017-09-11,5086,1355,2332,896
2017-09-13,5087,1355,2332,897
2017-09-14,5088,1355,2333,897
2017-09-15,5091,1355,2334,899
2017-09-16,5092,1355,2335,899
2017-09-17,5095,1356,2336,900
2017-09-18,5096,1356,2337,900
2017-09-19,5102,1356,2341,901
2017-09-20,5104,1358,2341,901
2017-09-21,5108,1358,2343,902
2017-09-22,5113,1358,2347,903
2017-09-23,5115,1358,2348,904
2017-09-24,5117,1359,2349,904
2017-09-25,5119,1360,2350,904
2017-09-26,5122,1360,2353,904
2017-09-27,5125,1361,2355,904
2017-09-28,5129,1364,2356,904
2017-09-30,5131,1365,2357,904
2017-10-01,5138,1366,2362,905
2017-10-02,5139,1367,2362,905
2017-10-03,5140,1367,2363,905
2017-10-04,5144,1369,2365,905
2017-10-05,5149,1369,2367,907
2017-10-06,5155,1369,2369,910
2017-10-07,5159,1369,2370,911
2017-10-08,5165,1371,2372,913
2017-10-10,5166,1371,2372,913
2017-10-11,5169,1371,2373,915
2017-10-12,5171,1372,2374,915
2017-10-13,5173,1373,2375,915
2017-10-14,5176,1373,2377,916
2017-10-16,5180,1374,2379,917
2017-10-17,5182,1375,2379,918
2017-10-18,5183,1375,2380,918
2017-10-19,5186,1375,2383,918
2017-10-20,5191,1378,2384,919
2017-10-21,5193,1378,2385,920
2017-10-22,5197,1378,2386,921
2017-10-23,5201,1379,2387,922
2017-10-24,5204,1379,2389,923
2017-10-25,5206,1381,2389,923
2017-10-26,5208,1381,2391,923
2017-10-27,5210,1382,2392,923
2017-10-28,5213,1382,2392,925
2017-10-29,5217,1384,2394,925
2017-10-30,5220,1386,2394,925
2017-10-31,5225,1388,2396,926
2017-11-01,5227,1388,2398,926
2017-11-02,5231,1388,2401,926
2017-11-03,5235,1388,2403,927
2017-11-04,5241,1390,2404,927
2017-11-05,5244,1391,2405,928
2017-11-06,5247,1391,2408,928
2017-11-07,5249,1392,2409,928
2017-11-08,5253,1392,2412,928
2017-11-09,5258,1393,2416,928
2017-11-10,5265,1396,2420,928
2017-11-11,5268,1397,2422,928
2017-11-12,5269,1397,2422,929
2017-11-13,5271,1399,2422,929
2017-11-14,5274,1400,2423,930
2017-11-15,5279,1401,2425,931
2017-11-16,5283,1402,2427,931
2017-11-17,5287,1403,2429,932
2017-11-18,5290,1404,2430,932
2017-11-19,5293,1404,2432,933
2017-11-20,5294,1404,2433,933
2017-11-23,5297,1406,2434,933
2017-11-24,5300,1406,2436,934
2017-11-25,5302,1407,2436,935
2017-11-26,5306,1407,2437,937
2017-11-27,5308,1407,2437,939
2017-11-28,5312,1407,2440,940
2017-11-29,5313,1407,2440,941
2017-11-30,5317,1408,2441,943
2017-12-01,5320,1410,2442,943
2017-12-02,5323,1410,2444,944
2017-12-03,5324,1410,2445,944
2017-12-04,5325,1410,2446,944
2017-12-05,5327,1411,2446,945
2017-12-06,5331,1413,2447,945
2017-12-07,5335,1414,2449,945
2017-12-08,5336,1414,2449,945
2017-12-09,5338,1414,2451,945
2017-12-10,5343,1415,2452,947
2017-12-11,5345,1415,2454,947
2017-12-12,5346,1415,2455,947
2017-12-13,5349,1415,2456,947
2017-12-14,5350,1416,2456,947
2017-12-15,5354,1416,2460,947
2017-12-17,5357,1417,2462,947
2017-12-18,5358,1418,2462,947
2017-12-19,5361,1419,2463,947
2017-12-20,5363,1419,2464,948
2017-12-21,5369,1419,2465,951
2017-12-22,5372,1419,2466,951
2017-12-23,5374,1419,2467,952
2017-12-24,5378,1419,2469,954
2017-12-25,5380,1419,2470,955
2017-12-26,5389,1420,2473,957
2017-12-27,5391,1421,2474,957
2017-12-28,5396,1423,2476,958
2017-12-29,5397,1424,2476,958
2017-12-30,5400,1424,2477,960
2017-12-31,5402,1424,2478,961
2018-01-01,5405,1424,2481,961
2018-01-02,5409,1424,2485,961
2018-01-03,5410,1425,2485,961
2018-01-04,5412,1425,2487,961
2018-01-05,5415,1426,2488,961
2018-01-06,5422,1427,2493,962
2018-01-07,5430,1430,2495,964
2018-01-08,5435,1431,2497,965
2018-01-09,5436,1431,2497,965
2018-01-10,5437,1432,2497,965
2018-01-11,5441,1433,2499,966
2018-01-12,5448,1435,2503,967
2018-01-13,5449,1436,2503,967
2018-01-14,5450,1436,2503,968
2018-01-15,5452,1437,2503,969
2018-01-16,5457,1438,2506,970
2018-01-17,5463,1442,2507,971
2018-01-18,5465,1443,2508,971
2018-01-20,5470,1444,2512,971
2018-01-21,5472,1444,2514,971
2018-01-22,5480,1444,2519,973
2018-01-23,5484,1446,2520,974
2018-01-24,5487,1446,2521,975
2018-01-25,5490,1446,2522,977
2018-01-26,5495,1447,2525,978
2018-01-27,5498,1449,2526,978
2018-01-28,5502,1450,2529,978
2018-01-29,5505,1452,2529,979
2018-01-30,5506,1452,2530,979
2018-01-31,5508,1452,2530,981
2018-02-01,5517,1455,2535,981
2018-02-02,5520,1456,2536,981
2018-02-03,5522,1456,2537,981
2018-02-04,5523,1457,2537,981
2018-02-05,5526,1457,2539,982
2018-02-06,5529,1457,2540,984
2018-02-07,5531,1457,2541,984
2018-02-08,5532,1457,2542,984
2018-02-09,5536,1459,2543,985
2018-02-10,5541,1460,2547,985
2018-02-11,5543,1461,2548,985
2018-02-12,5545,1462,2549,985
2018-02-13,5549,1463,2550,985
2018-02-14,5553,1464,2552,985
2018-02-15,5557,1464,2554,986
2018-02-16,5559,1464,2556,986
2018-02-17,5564,1466,2558,987
2018-02-18,5566,1466,2558,989
2018-02-19,5570,1467,2558,990
2018-02-21,5576,1472,2559,990
2018-02-22,5579,1473,2561,990
2018-02-23,5581,1474,2562,990
2018-02-24,5582,1474,2563,990
2018-02-25,5586,1475,2564,992
2018-02-26,5592,1476,2569,992
2018-02-27,5595,1477,2571,992
2018-02-28,5597,1478,2571,993
2018-03-01,5599,1479,2571,994
2018-03-02,5606,1480,2575,995
2018-03-03,5609,1481,2575,996
2018-03-04,5610,1481,2575,997
2018-03-05,5617,1483,2580,997
2018-03-06,5624,1484,2584,998
2018-03-07,5627,1484,2586,999
2018-03-08,5631,1485,2586,999
2018-03-09,5634,1485,2588,1000
2018-03-10,5636,1486,2588,1001
2018-03-11,5640,1486,2591,1002
2018-03-12,5647,1489,2595,1002
2018-03-13,5648,1489,2596,1002
2018-03-14,5651,1490,2597,1002
2018-03-15,5652,1491,2597,1002
2018-03-16,5657,1492,2600,1002
2018-03-17,5658,1492,2600,1003
2018-03-18,5661,1493,2600,1004
2018-03-19,5666,1495,2601,1004
2018-03-20,5670,1495,2605,1004
2018-03-21,5675,1495,2607,1005
2018-03-22,5677,1496,2607,1006
2018-03-23,5685,1497,2610,1008
2018-03-24,5688,1497,2612,1008
2018-03-25,5689,1497,2612,1009
2018-03-26,5690,1497,2613,1009
2018-03-27,5695,1498,2616,1010
2018-03-28,5702,1498,2622,1010
2018-03-29,5707,1500,2625,1010
2018-03-30,5709,1501,2626,1010
2018-03-31,5712,1501,2627,1011
2018-04-01,5720,1505,2629,1013
2018-04-03,5722,1505,2630,1014
2018-04-04,5730,1508,2634,1014
2018-04-05,5738,1509,2637,1016
2018-04-06,5740,1509,2638,1016
2018-04-07,5742,1509,2640,1016
2018-04-08,5746,1511,2641,1017
2018-04-09,5752,1511,2644,1019
2018-04-10,5756,1512,2646,1019
2018-04-11,5761,1513,2650,1019
2018-04-12,5767,1516,2651,1019
2018-04-13,5770,1516,2654,1019
2018-04-14,5774,1517,2655,1021
2018-04-15,5775,1517,2655,1021
2018-04-17,5779,1519,2657,1021
2018-04-18,5784,1521,2659,1021
2018-04-20,5787,1522,2661,1021
2018-04-21,5790,1523,2662,1021
2018-04-22,5792,1523,2663,1022
2018-04-23,5793,1524,2663,1022
2018-04-24,5796,1525,2663,1023
2018-04-25,5800,1526,2666,1023
2018-04-26,5802,1526,2667,1023
2018-04-28,5807,1527,2669,1024
2018-04-29,5810,1527,2672,1024
2018-04-30,5812,1528,2673,1024
2018-05-01,5815,1528,2674,1024
2018-05-02,5820,1530,2676,1025
2018-05-03,5822,1530,2677,1026
2018-05-04,5824,1530,2678,1026
2018-05-05,5828,1530,2680,1026
2018-05-06,5833,1531,2683,1027
2018-05-07,5840,1531,2687,1029
2018-05-08,5845,1531,2689,1030
2018-05-09,5846,1532,2689,1030
2018-05-10,5848,1532,2691,1030
2018-05-11,5853,1532,2694,1030
2018-05-12,5854,1532,2695,1030
2018-05-13,5859,1533,2696,1030
2018-05-14,5865,1535,2699,1031
2018-05-15,5866,1535,2700,1031
2018-05-16,5867,1535,2701,1031
2018-05-17,5868,1535,2702,1031
2018-05-18,5871,1535,2703,1032
2018-05-19,5873,1535,2704,1033
2018-05-20,5875,1535,2706,1033
2018-05-21,5879,1536,2709,1033
2018-05-22,5880,1536,2709,1034
2018-05-23,5884,1537,2711,1035
2018-05-24,5887,1537,2714,1035
2018-05-25,5891,1537,2715,1037
2018-05-26,5892,1537,2716,1037
2018-05-27,5895,1537,2717,1038
2018-05-28,5896,1537,2718,1038
2018-05-29,5899,1537,2719,1039
2018-05-30,5901,1538,2719,1040
2018-05-31,5904,1539,2720,1041
2018-06-01,5907,1539,2720,1043
2018-06-02,5909,1541,2720,1043
2018-06-03,5912,1541,2720,1045
2018-06-04,5914,1541,2722,1045
2018-06-05,5915,1541,2722,1046
2018-06-06,5920,1542,2725,1047
2018-06-07,5924,1543,2728,1047
2018-06-08,5926,1543,2730,1047
2018-06-09,5929,1544,2731,1048
2018-06-10,5930,1544,2732,1048
2018-06-11,5932,1545,2732,1049
2018-06-12,5937,1548,2734,1049
2018-06-13,5942,1549,2737,1049
2018-06-14,5949,1551,2739,1051
2018-06-15,5950,1551,2740,1051
